Episode No.,Run0steps,Run1steps,Run2steps,Run3steps,
2398,200,200,200,200,
2399,200,200,200,200,
2400,200,200,200,200,
2401,200,200,200,200,
2402,200,200,200,200,
2403,200,200,200,200,
2404,200,200,200,200,
2405,200,200,200,200,
2406,200,200,200,200,
2407,200,200,200,200,
2408,200,200,200,200,
2409,200,200,200,200,
2410,200,200,200,200,
2411,200,200,200,200,
2412,200,200,200,200,
2413,200,200,200,200,
2414,200,200,200,200,
2415,200,200,200,200,
2416,200,200,200,200,
2417,200,200,200,200,
2418,200,200,200,200,
2419,200,200,200,200,
2420,200,200,200,200,
2421,200,200,200,200,
2422,200,200,200,200,
2423,200,200,200,200,
2424,200,200,200,200,
2425,200,200,200,200,
2426,200,200,200,200,
2427,200,200,200,200,
2428,200,200,200,200,
2429,200,200,200,200,
2430,200,200,200,200,
2431,200,200,200,200,
2432,200,200,200,200,
2433,200,200,200,200,
2434,200,200,200,200,
2435,200,200,200,200,
2436,200,200,200,200,
2437,200,200,200,200,
2438,200,200,200,200,
2439,200,200,200,200,
2440,200,200,200,200,
2441,200,200,200,27,
2442,200,200,200,87,
2443,200,200,200,200,
2444,200,200,200,200,
2445,200,200,200,200,
2446,200,200,200,27,
2447,200,200,200,200,
2448,200,200,200,200,
2449,200,200,200,200,
2450,200,200,200,200,
2451,200,200,200,200,
2452,200,200,200,200,
2453,200,200,200,200,
2454,200,200,200,200,
2455,200,200,200,200,
2456,200,200,200,200,
2457,200,200,200,79,
2458,200,200,200,132,
2459,200,200,200,107,
2460,200,200,200,71,
2461,200,200,200,61,
2462,200,200,200,100,
2463,200,200,200,44,
2464,200,200,200,134,
2465,200,200,200,15,
2466,200,200,200,57,
2467,200,200,200,200,
2468,200,200,200,200,
2469,200,200,200,200,
2470,200,200,200,200,
2471,200,200,200,200,
2472,200,200,200,200,
2473,200,200,200,200,
2474,200,200,200,200,
2475,200,200,200,200,
2476,200,200,200,200,
2477,200,200,200,200,
2478,200,200,200,200,
2479,200,200,200,26,
2480,200,200,200,57,
2481,200,200,200,200,
2482,200,200,200,43,
2483,200,200,200,29,
2484,200,200,200,78,
2485,200,200,200,152,
2486,200,200,200,57,
2487,200,200,200,83,
2488,200,200,200,110,
2489,200,200,200,200,
2490,200,200,200,200,
2491,200,200,200,200,
2492,200,200,200,200,
2493,200,200,200,200,
2494,200,200,200,200,
2495,200,200,200,200,
2496,200,200,200,200,
2497,200,200,200,200,
2498,200,200,200,200,
2499,200,200,200,200,
